,Category,Sentence
374,4,"Nevertheless, he appreciates art and shows a music scene that transcends culture and race."
375,3,"Coral Reef Adventure is a heavyweight film, which leads a good fight for the endangered reefs of the world - and leaves its mark on the pictures."
376,2,"Sometimes we feel as if the film moves without pause from one colorful event to the next, but sometimes Frida Kahlo must have felt as if her life did."
377,4,"Like Brosnan, Evelyn comes from the heart."
378,0,My only wish is that Celebi takes me back to a time before I saw this movie and I can just skip it.
379,2,And how.
380,0,Would Benigni's Italian Pinocchio have been easier to survive than this hastily called disaster?
381,1,It seems that American and European gay films did something 20 years ago.
382,2,Perhaps the most annoying thing about Who Is Cletis Tout?
383,0,"The satire is unfocused, while the story goes nowhere."
384,3,A surprisingly charming and even funny match with the best comic book adaptations in Hollywood.
385,2,There was not a moment in the company when I didn't feel like lying down in a dark room with something cool on my forehead.
386,4,"Although the general public may not get away with a better understanding of the facts of Cuban music, they will experience an impressive and highly entertaining celebration of its sounds."
387,1,"His most striking points are simultaneously buried, drowned and suffocated in the excesses of screenwriter and director Roger Avary."
388,0,Depressingly thin and exhaustively contrived.
389,2,"Leigh's audacity is that, without once denying the hard Scrabble lives of people on the edge of Margaret Thatcher's ruinous legacy, he insists on the importance of those moments when people can connect and express their love for each other."
390,1,A puppy who is so desperate for attention that he almost breaks his neck trying to perform entertaining tricks.
391,4,A triumph of pure craftsmanship and passionate heart.
392,0,"The ""Sopranos"" gags are not only incredibly old-fashioned and unfunny, they also show how desperate the makers of this ""we're doing it for the box office"" sequel were."
393,1,"Ultimately, this is a frustrating patchwork: an uneasy marriage of Louis Begley's source novel LRB- About Schmidt -RRB- and an old screenplay by Payne."
394,2,Did I become interested in what happened in Armenia in 1915?
395,3,"An old-fashioned horror film based on ongoing terror, punctuated by sudden shocks and not by constant bloodshed, punctuated by flying guts."
396,1,"Costner's warm-milk persona is as incongruous as Shadyac's idiosyncratic directorial chops, and some of the overtly silly dialogue would sink Laurence Olivier."
397,4,The animated sequences are well done and perfectly constructed to convey a sense of childish imagination and create adventures out of fear.
398,4,"-LRB- Washington -RRB- strong hand, sharp eye, sweet spirit and good taste are reflected in almost every scene."
399,3,"As it turns out, you can go home."
400,2,Real women have curves offers no easy answers.
401,3,A formula that tearfully tells the family with a heavy Irish brogue... that emphasizes the sugary thrust of the plot rather than dampening it.
402,1,"Nemesis suffers from a languid middle section, several dreary plot sequences and a viciously undramatic main theme."
403,1,"Those who are only slightly curious, I fear, will be euthanized or confused by the artful and often pointless visualizations."
404,1,Director Uwe Boll and screenwriter Robert Dean Klein fail to arouse interest in an unsympathetic hero who is involved in a complicated plot that is skilfully worked out but cannot overcome dazzling characters.
405,3,Babak Payami's boldly quirky Iranian drama Secret Vlot has something so meditative and lyrical about it... a charming and evocative gem that manages to show the gentle and human side of Middle Eastern world politics.
406,0,"It is highly unfunny and unentertaining to watch middle-aged and older men drink excessively, pee on trees, pee on each other and put on a show in tow."
407,3,Ya-Yas everywhere will forgive the mistakes and love the film.
408,0,Awful.
409,3,"It is up to -LRB- Watts -RRB- to lend credibility to this strange scenario, and their presence manages to make us believe."
410,0,The jokes are flat and the plot is fake.
411,4,"An admirable, sometimes extraordinary film"
412,1,Looking for American-style sin?
413,3,An edifying insight into the wit and revolutionary spirit of these performers and their era.
414,0,The very simple story seems too simple and the elaboration of the plot almost arbitrary.
415,4,Audiard manages to maintain the tension on various levels in a film that is as gripping as it is riveting.
416,3,Devos delivers a perfect performance that captures the innocence and burgeoning demons within a wallflower.
417,3,A captivating French psychodrama that examines the encounter between a distant father and his cool son after 20 years of separation.
418,2,"... Jones, despite his unmistakable screen presence, is simply unable to make a film that, regardless of its title, should have been much more mean if he wanted to capitalize on the specific gifts of his leading man."
419,0,Pity anyone who sees this mishmash.
420,2,When were the twists and turns really surprising?
421,2,"The dark atmosphere of the film is fascinating, even if the film itself does not have the slightest chance."
422,2,- was a fad that had long since disappeared.
423,4,"Maggie Smith as a Ya-Ya member with the O2 tank will absolutely beat you up with her crass, then gasping for gas, verbal expulsion."
424,2,"The result is good gossip and gossip, entertainingly presented, but with a distinctly musty smell whose expiry date has long passed."
425,2,A film that clearly means preaching exclusively to converts.
426,3,"Quiet, grown-up and almost as handsome as any contemporary film this year... a true study, a film with a questioning heart and mind that is not afraid to admit that it does not have all the answers."
427,3,A funny popcorn flick.
428,3,"A skilful, sexy mix of sultry teen drama and overcoming obstacles triumphs in sports film."
429,0,The very simple story seems too simple and the elaboration of the plot almost arbitrary.
430,3,Robert John Burke as The Monster steals the show.
431,3,Tsai convincingly paints here a specifically urban sense of dissociation.
432,1,-LRB- Seems -RRB- even more useless redundant and shamelessly money-wasting than most third-rate horror sequences.
